#flare_sprite_packer_input=148 190 201 200 169 191 147 189 149 179 204 176 171 173 125 173 149 189 201 198 161 191 147 190 148 178 202 174 170 172 125 171 154 187 196 198 154 189 148 188 153 175 202 171 163 168 123 166 157 186 200 196 158 188 147 188 153 174 201 169 160 166 123 165 115 195 140 185 134 188 118 188 126 183 127 189 151 188 138 196 119 191 150 193 135 190 125 179 127 180 134 181 147 181 119 188 147 184 157 192 129 192 141 177 153 178 155 193 143 203 136 194 128 188 153 193 135 191 137 176 142 183 143 193 147 200 129 192 115 191 140 192 134 188 141 181 126 183 122 189 151 188 138 187 150 191 123 185 139 188 151 189 156 177 126 187 137 195 163 190 171 189 135 183 140 189 171 188 193 171 151 180 122 194 173 201 145 192 127 181 141 188 144 188 156 175 130 186 137 194 156 200 143 187 119 199 140 193 156 170 150 174 110 177 121 173 155 166 160 179 146 202 144 199 173 171 181 168 148 167 135 155 175 166 202 175 97 213 178 204 234 171 227 164 121 182 178 164 238 144 131 194 153 204 246 202 224 171 172 186 156 171 246 144 214 153 109 195 180 196 191 186 144 184 115 195 190 181 195 180 143 180 136 201 140 193 199 178 180 176 121 196 148 204 200 193 183 193 189 205 125 213 152 199 213 179 190 190 112 198 139 202 202 194 204 204 146 223 132 223 201 193 228 192 131 197 111 203 189 190 164 195 135 208 132 197 166 172 173 178 114 188 109 188 154 183 182 196 149 206 132 194 182 170 202 177 133 187 107 193 163 185 186 198 156 209 132 210 196 177 216 176 151 190 106 193 166 183 170 200 150 218 130 219 186 189 208 183 144 195 109 201 154 189 150 192 165 199 138 188 143 191 156 178 175 181 146 180 125 171 130 195 152 198 133 187 138 191 141 180 164 186 138 186 124 177 119 193 154 195 137 181 127 185 127 181 157 184 155 182 113 180 136 183 132 175 122 159 130 161 120 171 117 181 129 182 132 180 127 174 137 165 173 145 148 156 113 172 141 165 164 168 145 164 121 147 104 140 170 121 172 125 110 137 116 143 165 139 165 133 129 114 115 121 136 108 164 106 124 107 125 111 134 108 161 100 136 99 112 109 130 97 144 92 133 91 117 86 130 92 144 88
#flare_sprite_packer_output=662 171 0 598 524 1627 575 1048 806 367 2655 0 1769 183 1297 541 722 1048 0 798 693 1627 2214 194 2224 384 0 1997 584 876 1297 714 2525 193 0 1192 871 1048 1060 1241 812 1818 460 171 1895 386 2842 1838 1573 544 0 996 2053 556 2984 400 202 1997 430 342 1253 1819 1949 2006 947 1431 1568 1818 1708 1818 2443 754 2723 951 3131 177 1422 539 551 1431 2120 1809 1147 1048 1727 940 1297 885 3131 913 2700 1322 2984 588 2287 1500 2984 769 854 1626 1011 1626 661 1994 2679 589 379 1238 810 164 534 1237 2435 1317 2372 379 1707 1425 675 1818 2581 951 1269 1626 348 1797 1140 1626 2540 1505 2441 942 2406 1505 2984 953 2358 1785 1025 1048 1422 727 1724 1130 1557 1425 3064 1316 2565 1134 1422 915 505 1994 2788 1503 810 1431 2051 194 955 345 2849 948 1842 1817 1126 343 391 877 1422 1104 670 1237 953 144 1862 939 3131 551 2146 1500 1862 1131 965 1818 1393 1985 792 1237 1573 344 2300 754 1291 144 2301 941 368 1627 355 1997 2484 1785 2565 1962 1413 1819 1893 554 1544 1616 2156 746 773 546 1410 176 1523 2003 2707 1851 631 361 228 324 1460 1392 0 1793 246 0 704 0 2444 1968 1591 179 1177 0 929 1237 2679 385 0 0 480 0 754 862 2523 575 931 0 246 171 1188 853 371 1431 391 691 2676 767 2561 746 201 867 403 511 2151 1320 1829 1616 1965 1616 204 499 495 1818 689 1431 2008 744 2455 0 196 1238 0 1390 1297 1064 2832 395 1631 0 201 677 1297 343 1690 1616 2052 0 0 394 2985 177 926 798 2254 0 0 202 1194 1429 1940 183 200 1048 1409 344 1325 1417 1062 1429 2058 384 926 1993 2842 1134 2914 1503 1573 919 189 1431 1859 733 1412 1625 186 1627 2859 0 3125 1093 3023 1502 1730 539 0 1595 2679 176 1727 730 3061 0 1415 0 1573 1102 3130 1501 1729 356 178 1797 2835 177 1058 798 389 1048 1844 0 2157 945 1188 652 1573 730 2007 948 1126 144 2704 1134 1842 1425 1099 1993 598 527 2151 1140 2072 2000 2021 1304 2832 594 2655 1503 1982 1809 2294 1320 2361 193 1255 1985 802 1994 2239 1802 2525 380 2563 1322 3131 366 3131 732 2211 562 2368 572 2951 1322 2429 1134 1121 1818 2686 2006 2707 1690 2197 2000 2834 1322 2956 1134 2297 1140 2317 1995 1812 2006 746 717 2820 792 2594 1784 1671 2006 582 708 2006 1140 2837 1691 1318 1277 1127 531 955 534 1208 1292 2958 1695 946 659 1558 1292 2220 1688 2105 1688 1422 1284 1857 1319 3090 1804 2965 1838 1723 1317 1985 1499 2965 1949 3074 1695 3101 1911 2349 1693 3101 2008 2938 2048 2808 2006 2493 1696


image=images/enemies/skeleton_archer.png

[stance]
frames=4
duration=533ms
type=back_forth
frame=0,0,662,171,148,190,69,171
frame=0,1,0,598,201,200,80,178
frame=0,2,524,1627,169,191,48,175
frame=0,3,575,1048,147,189,51,164
frame=0,4,806,367,149,179,52,151
frame=0,5,2655,0,204,176,98,143
frame=0,6,1769,183,171,173,95,145
frame=0,7,1297,541,125,173,67,157
frame=1,0,722,1048,149,189,70,169
frame=1,1,0,798,201,198,79,176
frame=1,2,693,1627,161,191,47,175
frame=1,3,2214,194,147,190,51,163
frame=1,4,2224,384,148,178,53,150
frame=1,5,0,1997,202,174,98,141
frame=1,6,584,876,170,172,94,143
frame=1,7,1297,714,125,171,67,155
frame=2,0,2525,193,154,187,71,167
frame=2,1,0,1192,196,198,79,175
frame=2,2,871,1048,154,189,45,173
frame=2,3,1060,1241,148,188,52,161
frame=2,4,812,1818,153,175,55,148
frame=2,5,460,171,202,171,99,138
frame=2,6,1895,386,163,168,91,139
frame=2,7,2842,1838,123,166,67,152
frame=3,0,1573,544,157,186,73,166
frame=3,1,0,996,200,196,78,174
frame=3,2,2053,556,158,188,44,172
frame=3,3,2984,400,147,188,51,160
frame=3,4,202,1997,153,174,55,146
frame=3,5,430,342,201,169,99,136
frame=3,6,1253,1819,160,166,90,137
frame=3,7,1949,2006,123,165,67,150

[run]
frames=8
duration=533ms
type=looped
frame=0,0,947,1431,115,195,48,182
frame=0,1,1568,1818,140,185,56,176
frame=0,2,1708,1818,134,188,44,174
frame=0,3,2443,754,118,188,25,172
frame=0,4,2723,951,126,183,46,167
frame=0,5,3131,177,127,189,48,168
frame=0,6,1422,539,151,188,75,175
frame=0,7,551,1431,138,196,76,181
frame=1,0,2120,1809,119,191,52,178
frame=1,1,1147,1048,150,193,64,172
frame=1,2,1727,940,135,190,42,171
frame=1,3,1297,885,125,179,49,169
frame=1,4,3131,913,127,180,48,164
frame=1,5,2700,1322,134,181,48,166
frame=1,6,2984,588,147,181,74,173
frame=1,7,2287,1500,119,188,59,178
frame=2,0,2984,769,147,184,69,174
frame=2,1,854,1626,157,192,70,168
frame=2,2,1011,1626,129,192,39,169
frame=2,3,661,1994,141,177,64,166
frame=2,4,2679,589,153,178,65,161
frame=2,5,379,1238,155,193,61,165
frame=2,6,810,164,143,203,70,172
frame=2,7,534,1237,136,194,62,176
frame=3,0,2435,1317,128,188,58,178
frame=3,1,2372,379,153,193,67,171
frame=3,2,1707,1425,135,191,42,171
frame=3,3,675,1818,137,176,61,169
frame=3,4,2581,951,142,183,59,164
frame=3,5,1269,1626,143,193,53,167
frame=3,6,348,1797,147,200,74,174
frame=3,7,1140,1626,129,192,56,178
frame=4,0,2540,1505,115,191,48,182
frame=4,1,2441,942,140,192,56,176
frame=4,2,2406,1505,134,188,44,174
frame=4,3,2984,953,141,181,48,172
frame=4,4,2358,1785,126,183,46,167
frame=4,5,1025,1048,122,189,43,168
frame=4,6,1422,727,151,188,75,175
frame=4,7,1724,1130,138,187,76,181
frame=5,0,1557,1425,150,191,88,180
frame=5,1,3064,1316,123,185,44,176
frame=5,2,2565,1134,139,188,45,171
frame=5,3,1422,915,151,189,35,170
frame=5,4,505,1994,156,177,45,165
frame=5,5,2788,1503,126,187,47,163
frame=5,6,810,1431,137,195,63,170
frame=5,7,2051,194,163,190,97,178
frame=6,0,955,345,171,189,103,178
frame=6,1,2849,948,135,183,63,174
frame=6,2,1842,1817,140,189,46,169
frame=6,3,1126,343,171,188,50,167
frame=6,4,391,877,193,171,58,162
frame=6,5,1422,1104,151,180,59,159
frame=6,6,670,1237,122,194,52,167
frame=6,7,953,144,173,201,101,175
frame=7,0,1862,939,145,192,83,180
frame=7,1,3131,551,127,181,48,175
frame=7,2,2146,1500,141,188,47,171
frame=7,3,1862,1131,144,188,32,169
frame=7,4,965,1818,156,175,50,165
frame=7,5,1393,1985,130,186,51,163
frame=7,6,792,1237,137,194,66,171
frame=7,7,1573,344,156,200,94,178

[swing]
frames=4
duration=400ms
type=play_once
frame=0,0,2300,754,143,187,81,170
frame=0,1,1291,144,119,199,68,178
frame=0,2,2301,941,140,193,50,177
frame=0,3,368,1627,156,170,58,166
frame=0,4,355,1997,150,174,42,152
frame=0,5,2484,1785,110,177,20,143
frame=0,6,2565,1962,121,173,45,143
frame=0,7,1413,1819,155,166,70,154
frame=1,0,1893,554,160,179,102,162
frame=1,1,1544,1616,146,202,103,176
frame=1,2,2156,746,144,199,59,178
frame=1,3,773,546,173,171,59,164
frame=1,4,1410,176,181,168,53,145
frame=1,5,1523,2003,148,167,23,131
frame=1,6,2707,1851,135,155,48,126
frame=1,7,631,361,175,166,84,140
frame=2,0,228,324,202,175,142,158
frame=2,1,1460,1392,97,213,57,187
frame=2,2,0,1793,178,204,75,181
frame=2,3,246,0,234,171,60,163
frame=2,4,704,0,227,164,56,142
frame=2,5,2444,1968,121,182,26,134
