#flare_sprite_packer_input=75 72 76 66 60 70 53 77 69 79 74 77 63 82 59 81 75 71 77 64 60 69 54 76 69 77 74 77 63 81 58 81 76 70 79 65 58 68 54 75 68 75 74 78 63 81 59 80 76 72 79 65 60 68 55 75 73 75 74 78 63 80 59 79 52 92 61 89 63 82 61 89 54 92 58 78 64 85 60 80 58 86 61 90 62 87 67 86 60 86 57 90 61 87 63 81 72 85 58 90 62 86 70 85 71 85 55 88 59 86 74 80 62 88 54 91 63 87 65 85 60 79 57 90 59 86 65 82 53 91 61 89 63 82 62 89 53 92 56 79 64 85 61 79 63 79 68 85 63 86 59 92 60 88 66 83 63 88 59 90 73 86 73 85 63 86 59 90 72 84 73 81 59 86 59 88 60 80 66 85 63 84 58 90 57 88 64 82 63 86 59 90 75 80 78 70 60 79 51 84 72 83 78 81 63 86 57 89 78 79 82 69 60 73 51 80 74 79 82 76 62 80 57 82 72 82 81 75 65 76 54 80 73 80 80 72 62 74 50 81 72 79 80 78 68 80 56 81 71 81 80 72 64 79 52 82 78 69 78 63 57 66 55 74 73 76 76 75 63 78 59 78 77 66 76 60 57 64 55 71 76 73 76 73 63 76 60 75 73 74 73 66 59 66 51 74 65 73 69 75 61 76 56 79 71 78 77 69 64 70 53 74 64 69 69 71 60 80 46 81 72 73 76 71 56 72 49 72 71 69 70 56 57 80 53 77 69 61 72 60 51 69 53 61 75 58 71 46 52 66 52 65 60 50 65 45 56 44 53 40 48 39 53 39 47 51 50 53 54 48 64 52 59 44 55 39 57 33 62 30 53 42 54 50 67 77 75 69 63 74 50 81 64 83 73 79 67 84 53 83 67 80 75 74 61 79 51 85 61 84 73 78 66 85 54 87 64 80 75 74 61 80 51 85 62 87 74 78 68 85 53 88 64 79 75 74 61 80 51 85 62 88 74 79 68 85 53 88 74 77 75 69 61 75 52 81 64 82 71 80 65 85 55 83 70 79 75 71 61 78 52 84 61 83 70 81 67 84 55 86 66 83 74 71 61 80 50 85 60 84 72 80 68 85 52 87 71 77 75 69 61 75 52 81 64 82 71 80 65 85 55 85
#flare_sprite_packer_output=147 519 673 851 808 398 812 79 360 938 534 80 134 348 251 683 72 519 1030 808 673 782 977 159 569 239 738 79 512 158 769 156 789 468 669 917 793 783 684 81 347 516 842 0 938 78 1031 157 150 944 748 917 733 783 794 982 656 470 916 0 640 316 673 624 145 81 68 858 575 157 72 430 197 76 302 938 70 256 703 316 67 590 68 768 63 1016 0 590 191 591 307 848 136 173 700 235 73 81 364 848 189 677 0 256 0 171 190 430 293 1016 547 0 134 260 197 168 0 1016 71 171 673 703 312 163 638 156 197 348 188 764 251 163 438 322 72 341 251 591 726 545 371 763 732 624 600 981 0 676 352 1017 68 676 188 855 1090 152 251 75 129 764 0 0 0 86 415 1017 129 854 0 341 621 0 304 591 196 260 542 645 125 591 308 764 262 340 245 430 763 237 308 253 248 848 472 0 730 398 782 545 429 933 0 425 73 0 310 677 133 430 394 0 68 947 222 518 842 538 694 0 151 0 547 725 459 404 0 508 233 0 900 233 794 703 314 78 990 0 638 242 489 568 697 156 314 0 501 320 539 564 369 158 1070 0 763 319 465 486 525 835 883 904 826 851 851 760 827 233 608 81 898 309 849 618 749 851 1030 872 851 696 739 982 226 943 901 159 954 537 729 470 1083 391 906 769 1025 317 979 764 282 518 600 906 849 982 793 624 827 309 865 468 961 314 969 690 609 781 1022 607 966 384 868 387 1084 318 663 982 1013 464 1107 806 942 468 603 850 1026 383 969 613 1022 678 958 838 1105 737 985 964 913 1036 777 1057 961 898 827 917 663 1053 848 1058 1038 1024 1097 932 1094 1050 1097 972 988 1025 1106 878 1038 976 1091 685 1038 932 1094 1011 600 1060 547 805 533 1061 723 1053 533 984 1030 739 1091 611 492 649 428 662 387 79 241 764 480 913 533 904 580 396 893 537 422 848 428 578 865 78 1001 72 187 1016 609 701 655 396 595 544 357 427 125 1016 460 80 0 761 255 252 965 235 581 470 1029 237 408 408 127 676 768 0 0 846 320 339 827 156 883 835 1091 536 495 730 516 400 1067 72 373 323 478 1017 656 545 1069 465 908 616 473 829 438 239 499 239 371 239 302 430 1090 235 1017 536 733 703 415 493 435 745 440 158 0 931 241 1016 602 624 910 967 908 694 914 387 517 482 569 316 363 591 373 676


image=images/avatar/male/leather_pants.png

[stance]
frames=4
duration=800ms
type=back_forth
frame=0,0,147,519,75,72,35,76
frame=0,1,673,851,76,66,33,72
frame=0,2,808,398,60,70,19,71
frame=0,3,812,79,53,77,20,73
frame=0,4,360,938,69,79,21,74
frame=0,5,534,80,74,77,27,78
frame=0,6,134,348,63,82,26,77
frame=0,7,251,683,59,81,19,77
frame=1,0,72,519,75,71,35,75
frame=1,1,1030,808,77,64,34,71
frame=1,2,673,782,60,69,19,70
frame=1,3,977,159,54,76,20,72
frame=1,4,569,239,69,77,20,72
frame=1,5,738,79,74,77,27,77
frame=1,6,512,158,63,81,26,76
frame=1,7,769,156,58,81,19,77
frame=2,0,789,468,76,70,36,74
frame=2,1,669,917,79,65,34,71
frame=2,2,793,783,58,68,19,69
frame=2,3,684,81,54,75,20,71
frame=2,4,347,516,68,75,19,70
frame=2,5,842,0,74,78,27,77
frame=2,6,938,78,63,81,26,75
frame=2,7,1031,157,59,80,20,76
frame=3,0,150,944,76,72,35,76
frame=3,1,748,917,79,65,34,71
frame=3,2,733,783,60,68,19,69
frame=3,3,794,982,55,75,21,71
frame=3,4,656,470,73,75,24,70
frame=3,5,916,0,74,78,27,78
frame=3,6,640,316,63,80,26,75
frame=3,7,673,624,59,79,19,75

[run]
frames=8
duration=533ms
type=looped
frame=0,0,145,81,52,92,2,96
frame=0,1,68,858,61,89,9,91
frame=0,2,575,157,63,82,20,86
frame=0,3,72,430,61,89,24,91
frame=0,4,197,76,54,92,26,96
frame=0,5,302,938,58,78,25,88
frame=0,6,70,256,64,85,20,98
frame=0,7,703,316,60,80,9,89
frame=1,0,67,590,58,86,9,92
frame=1,1,68,768,61,90,9,88
frame=1,2,63,1016,62,87,19,83
frame=1,3,0,590,67,86,30,89
frame=1,4,191,591,60,86,32,89
frame=1,5,307,848,57,90,24,94
frame=1,6,136,173,61,87,21,94
frame=1,7,700,235,63,81,15,93
frame=2,0,73,81,72,85,19,89
frame=2,1,364,848,58,90,10,85
frame=2,2,189,677,62,86,20,80
frame=2,3,0,256,70,85,36,86
frame=2,4,0,171,71,85,38,89
frame=2,5,190,430,55,88,24,91
frame=2,6,293,1016,59,86,20,90
frame=2,7,547,0,74,80,21,89
frame=3,0,134,260,62,88,12,92
frame=3,1,197,168,54,91,9,88
frame=3,2,0,1016,63,87,20,83
frame=3,3,71,171,65,85,31,89
frame=3,4,673,703,60,79,32,83
frame=3,5,312,163,57,90,24,94
frame=3,6,638,156,59,86,20,93
frame=3,7,197,348,65,82,17,93
frame=4,0,188,764,53,91,2,96
frame=4,1,251,163,61,89,9,91
frame=4,2,438,322,63,82,20,85
frame=4,3,72,341,62,89,25,91
frame=4,4,251,591,53,92,26,96
frame=4,5,726,545,56,79,23,88
frame=4,6,371,763,64,85,20,98
frame=4,7,732,624,61,79,9,88
frame=5,0,600,981,63,79,11,83
frame=5,1,0,676,68,85,16,89
frame=5,2,352,1017,63,86,20,83
frame=5,3,68,676,59,92,25,88
frame=5,4,188,855,60,88,32,92
frame=5,5,1090,152,66,83,31,93
frame=5,6,251,75,63,88,20,94
frame=5,7,129,764,59,90,9,95
frame=6,0,0,0,73,86,18,91
frame=6,1,0,86,73,85,21,87
frame=6,2,415,1017,63,86,20,80
frame=6,3,129,854,59,90,25,85
frame=6,4,0,341,72,84,39,89
frame=6,5,621,0,73,81,36,90
frame=6,6,304,591,59,86,19,90
frame=6,7,196,260,59,88,9,91
frame=7,0,542,645,60,80,9,84
frame=7,1,125,591,66,85,14,89
frame=7,2,308,764,63,84,20,83
frame=7,3,262,340,58,90,24,88
frame=7,4,245,430,57,88,29,92
frame=7,5,763,237,64,82,29,93
frame=7,6,308,253,63,86,20,94
frame=7,7,248,848,59,90,9,95

[swing]
frames=4
duration=400ms
type=play_once
frame=0,0,472,0,75,80,40,83
frame=0,1,730,398,78,70,39,78
frame=0,2,782,545,60,79,21,80
frame=0,3,429,933,51,84,16,82
frame=0,4,0,425,72,83,18,81
frame=0,5,73,0,78,81,26,83
frame=0,6,310,677,63,86,24,78
frame=0,7,133,430,57,89,21,83
frame=1,0,394,0,78,79,46,81
frame=1,1,68,947,82,69,44,78
frame=1,2,222,518,60,73,22,75
frame=1,3,842,538,51,80,12,77
frame=1,4,694,0,74,79,14,75
frame=1,5,151,0,82,76,24,75
frame=1,6,547,725,62,80,25,69
